,eval_cost,eval_accu,train_cost,train_accu,test_cost,test_accu
0,0.49982432050016495,9258,0.5208296625011242,45933,0.5177058959928476,9186
1,0.471684694410639,9328,0.4749904271413268,46555,0.4885392744255336,9291
2,0.40246400602526317,9399,0.38213690043541193,47099,0.41987268665497257,9362
3,0.3695300349017239,9477,0.34151709648497514,47412,0.38879230479869037,9418
4,0.36589301474493174,9472,0.33444106055874523,47541,0.38880605050108424,9416
5,0.37581732781185356,9452,0.3259908408119676,47540,0.38982142341233605,9432
6,0.3616202711529304,9492,0.30794496430247253,47755,0.3652015661625769,9468
7,0.36696362926667103,9473,0.3178423956602764,47717,0.37652765051699083,9457
8,0.3414085016937199,9516,0.29125493389259205,47915,0.35302378466726675,9480
9,0.34669997160434246,9505,0.2652132565668657,48113,0.34621344980075613,9512
10,0.33584135778336915,9548,0.2619686910853163,48095,0.3295962212777625,9522
11,0.3784419738596264,9467,0.3054731846373604,47801,0.3988210396503653,9456
12,0.3462562248034687,9519,0.2536082745040159,48183,0.35434407181361205,9484
13,0.3436983664321901,9520,0.261040525218804,48119,0.3678459539996423,9479
14,0.3361485411219843,9544,0.2340322552295074,48334,0.3504127800472072,9511
15,0.3575776298286978,9516,0.25616342918002993,48186,0.3786647395161713,9486
16,0.35247047853830926,9530,0.2648256767844746,48119,0.3795369592375724,9466
17,0.3451398367413611,9558,0.24484525412360758,48289,0.37039699490954675,9491
18,0.3730208252531609,9501,0.2573916895081464,48219,0.3936213825145183,9483
19,0.3774526651586501,9508,0.2645088887314365,48117,0.38846681927239873,9461
20,0.3524963129995916,9541,0.2236335623548263,48468,0.357308576912306,9523
21,0.35071739823345566,9532,0.20909064293831303,48564,0.36551463393797756,9488
22,0.35419315646255467,9519,0.2286293818320729,48378,0.3712793172316494,9489
23,0.3357899665133914,9534,0.2031343949309305,48609,0.346891514331722,9521
24,0.33184069899453106,9557,0.19683628262852346,48660,0.34949521302463865,9537
25,0.33924110377681843,9544,0.1992442628308641,48685,0.35726908877635216,9535
26,0.3465154043284286,9561,0.19066061666510886,48702,0.3620232667461186,9509
27,0.3625706713683287,9525,0.20969036621102977,48572,0.3688973106093962,9498
28,0.3338047298735286,9575,0.1937414206497361,48688,0.3539348192047812,9538
29,0.34109524526359264,9536,0.181190825512258,48779,0.3527558115769909,9526
30,0.38046824527283063,9526,0.22532138042658595,48489,0.38806284710897765,9496
31,0.3288993762473693,9575,0.17353710074319265,48887,0.3466048076859509,9540
32,0.34517464474444737,9554,0.1798757232520349,48811,0.36472608765508735,9508
33,0.32861605198306315,9580,0.1804780640848408,48831,0.35040059005381186,9526
34,0.36261813715381025,9551,0.1868407254892408,48770,0.3661263397853771,9505
35,0.345091065415868,9552,0.17217192643383025,48878,0.3539277028576478,9533
36,0.36054446592701345,9549,0.17621625750144637,48813,0.3700965838846902,9515
37,0.35469690037455104,9544,0.16849601718602475,48901,0.3487328533946087,9547
38,0.3418010863105033,9564,0.15831383859374795,48971,0.35708015774441393,9535
39,0.3495302001857012,9557,0.15672914024988932,48969,0.3515890075266626,9540
40,0.35422607253641786,9554,0.17165998444757402,48890,0.36162449983064815,9539
41,0.3486619348159251,9548,0.15935003157380268,48950,0.34664166686430603,9533
42,0.35138445147439207,9556,0.14610227572333107,49100,0.352429388769303,9559
43,0.383153157343594,9524,0.19743283216708388,48759,0.3863398104783341,9520
44,0.3430556633216738,9570,0.14424835201081396,49108,0.3532346131143556,9560
45,0.3604912620366793,9548,0.17122175852695518,48992,0.38885374850881443,9518
46,0.3570936246357794,9557,0.1504751475118358,49061,0.3572975621302818,9541
47,0.3543239633932079,9563,0.1519401220989241,49035,0.36312036808031706,9528
48,0.36689293794683453,9557,0.1522908730690387,49053,0.37647802908231837,9532
49,0.34604925987994206,9578,0.13878659141763866,49125,0.34593256172502285,9574
