,eval_cost,eval_accu,train_cost,train_accu,test_cost,test_accu
0,0.7944913437938136,8753,0.8544138918597025,43403,0.8404682761218059,8677
1,0.6465370300187899,9044,0.6891000267571237,44838,0.6827654914210679,8985
2,0.6110440154528283,9144,0.6338569260494133,45411,0.6554170878399493,9057
3,0.5889732384810217,9183,0.5953791299754062,45796,0.6224702057360989,9128
4,0.5917506473425312,9212,0.599568003864532,45872,0.6231039137138251,9163
5,0.5517260155610194,9243,0.5568819258473001,46055,0.5917795739686214,9182
6,0.5171041608583088,9286,0.5067738458006296,46430,0.5549245446584158,9239
7,0.552757115106592,9257,0.5342044664141351,46225,0.5719267850555412,9239
8,0.5153450600772668,9327,0.5112652108097349,46454,0.5546651236123638,9275
9,0.49412844958759067,9330,0.4792006791422568,46629,0.5257324009541388,9298
10,0.5241520054770877,9305,0.5049850462932516,46549,0.5470195842159608,9277
11,0.489860352399295,9343,0.47546955591893514,46667,0.5258404048050898,9318
12,0.5017109138321575,9346,0.47536887840413483,46689,0.5459609139383392,9277
13,0.5049518425527683,9326,0.46811266118046935,46750,0.5256338976265496,9301
14,0.4832053268274195,9348,0.45578990064036906,46821,0.5239204565256926,9307
15,0.4890546278717594,9329,0.4545730890884745,46789,0.5308787696687363,9281
16,0.4819069285309874,9363,0.4528509934546389,46843,0.5245321636979139,9326
17,0.49121003644093375,9338,0.4591111412526875,46811,0.5318905778985984,9293
18,0.485323109132584,9354,0.4425401336040126,46945,0.518742924548753,9347
19,0.48718708486943596,9356,0.44621505038948295,46925,0.5311120411523873,9300
20,0.4967543937576535,9358,0.44719111284074997,46949,0.5441582725508727,9327
21,0.4974908535180147,9336,0.44846483036988016,46953,0.538129219021168,9307
22,0.4941068296380888,9349,0.4422038829918912,47020,0.5280915027948827,9322
23,0.4718693322273398,9355,0.4237278330452166,47051,0.5105227199244406,9338
24,0.5008424903950467,9364,0.44243457137269304,46970,0.5494296450364942,9309
25,0.48031650414239174,9373,0.4209719795727399,47121,0.527179818454921,9325
26,0.453610326261261,9423,0.39883532096337243,47230,0.49440532290096456,9372
27,0.47536345988864764,9379,0.4124496948127367,47172,0.5118947411936996,9356
28,0.5038327346043405,9375,0.43917500297908924,47016,0.54454728710834,9308
29,0.5127052134818865,9307,0.44495196026040745,46954,0.5596220907462793,9293
30,0.48442618593201386,9360,0.41601945100880766,47129,0.5409602514035031,9339
31,0.4975170507952637,9369,0.43858445173772553,47049,0.562833777565256,9310
32,0.48017057430019366,9384,0.4107868206787261,47162,0.5420334215653015,9330
33,0.49735220635579064,9374,0.4271054821848861,47127,0.5506267539985724,9309
34,0.4520091315289858,9408,0.3913870004873567,47267,0.49882798534857375,9365
35,0.4931453072998086,9382,0.42370309548891605,47112,0.5346607028237412,9361
36,0.464300970704686,9423,0.38935148821475135,47345,0.51150453290951,9368
37,0.47728313104238806,9364,0.39278990295323607,47327,0.5225835070635266,9343
38,0.49324545925465124,9384,0.42156434013782673,47157,0.5541196281009307,9333
39,0.4696190370813104,9391,0.3923473882970632,47300,0.5235792469335661,9332
40,0.48002333655439344,9381,0.39113031889973066,47348,0.5160566660950826,9354
41,0.47905282179118824,9382,0.39670768585926014,47325,0.5384515395237672,9334
42,0.48335043606395,9407,0.38714285306284013,47425,0.5235958955120417,9359
43,0.48933832866112015,9392,0.3999900631595913,47302,0.5504539909552751,9330
44,0.4623312441805174,9407,0.3822566639632265,47388,0.5204562860747791,9350
45,0.5179224295238065,9344,0.42120587824186195,47224,0.5648210237439908,9329
46,0.4745809119596721,9408,0.37764705203419935,47430,0.5180788230709364,9360
47,0.4759569846195673,9410,0.38140137278524755,47408,0.522086959418824,9359
48,0.48519568032374305,9390,0.3961457092816741,47345,0.547445948883096,9339
49,0.4944721104437086,9390,0.3943357237273568,47327,0.5354818558071766,9330
